id,name,legal_name,website,category,org_nr,office_in_norway,office_cities,security_staff,security_staff_basis,security_staff_is_minimum,security_staff_scope,security_staff_source,security_staff_note,employees_total,employees_source,employees_note,employees_as_of,brreg_employees,brreg_employees_as_of,delivery,delivery_source,delivery_note,specialty,capabilities,certifications,founded,former_names,notes,verification,last_verified,verified_by,sources
shift-security,Shift Security,SHIFT SECURITY AS,https://shiftsecurity.no,norwegian,933831922,true,Sætre,10,estimate,true,whole-company,https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates,"Guarded estimate by the list maintainer (@whatsdd) and not published by the company: the headcount this entity filed with Enhetsregisteret, which is a security-only business, so the whole payroll is security work. It is the entity's headcount rather than a measured split, which is why it is an estimate and a floor.",,,,,10,2026-08-12,in-house,https://shiftsecurity.no,,"Zero Trust and secure networking specialist: microsegmentation, SASE and managed security.",network-security; security-architecture; cloud-security; soc; identity-access-management,,2024-06-06,,,verified,2026-09-22,@whatsdd,"https://shiftsecurity.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/933831922 (registry, 2026-09-22); https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates (estimate, 2026-09-22)"
indykite,IndyKite,INDYKITE NORWAY AS,https://www.indykite.com/,international,926277340,true,Oslo,9,estimate,true,whole-company,https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates,"In-house security staff: 9 or more. Guarded estimate by the list maintainer, not published by the company: the headcount this entity filed with Enhetsregisteret, which is a security-only business, so the whole payroll is security work.",,,,,9,2026-03-11,in-house,https://www.indykite.com/,The platform and its engineering are the company's own; the Norwegian entity is the group's development and delivery company.,"Identity and authorisation platform that controls what people, services and AI agents are allowed to reach at runtime.",identity-access-management; ai-security,,2020-12-09,,"A platform company with its engineering company in Oslo and the brand run from outside Norway, which is why it is grouped as international while the Norwegian entity is the one pinned. Identity and authorisation is the whole product, so the entity's registry headcount is usable as a guarded estimate.",verified,2026-09-22,@whatsdd,"https://www.indykite.com/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/926277340 (registry, 2026-09-22); https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates (estimate, 2026-09-22)"
junglemap,Junglemap,JUNGLEMAP AS,https://www.junglemap.no/,nordic,984590423,true,Oslo,9,estimate,true,whole-company,https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates,"In-house security staff: 9 or more. Guarded estimate by the list maintainer, not published by the company: the headcount this entity filed with Enhetsregisteret, which is a security-only business, so the whole payroll is security work.",,,,,9,2026-07-15,in-house,https://www.junglemap.no/,The Norwegian company delivers its own awareness courses and runs the platform it sells; the group's Swedish parent does not deliver the Norwegian work.,"Security awareness house: short recurring courses on cyber security, privacy, NIS2 and secure coding, with phishing simulations.",awareness-training; security-training; privacy-gdpr; nis2-dora,,2002-05-10,JUNGLEMAP AS; NKI JUNGLEMAP AS,"Awareness training is the whole business, so the Norwegian entity's registry headcount is usable as a guarded estimate. The brand belongs to the Swedish group Junglemap AB; this row is the Norwegian company that sells and supports it here, and it is grouped as nordic for that reason.",verified,2026-09-22,@whatsdd,"https://www.junglemap.no/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/984590423 (registry, 2026-09-22); https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates (estimate, 2026-09-22)"
secure-nok,Secure-NOK,SECURE-NOK AS,https://www.securenok.com,norwegian,924577002,true,Sandnes,8,estimate,true,whole-company,https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates,"Guarded estimate by the list maintainer (@whatsdd) and not published by the company: the headcount this entity filed with Enhetsregisteret, which is a security-only business, so the whole payroll is security work. It is the entity's headcount rather than a measured split, which is why it is an estimate and a floor.",,,,,8,2026-03-11,in-house,https://www.securenok.com,Delivery model recorded from the company's own description of how it staffs the work.,OT security monitoring for offshore and industrial environments.,ot-ics-security; soc; incident-response; vulnerability-assessment; network-security,,2020-01-14,,"Trading as Secure-NOK. Two related entities exist: SECURE-NOK AS (org.nr 924577002, this row) and SECURE-NOK TECHNOLOGY AS (org.nr 996501965, formerly named SECURE-NOK AS). Both are registered in Sandnes; the split between them should be confirmed.",partial,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/924577002 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.securenok.com (company-site, 2026-09-22); https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates (estimate, 2026-09-22)"
fm-cybersecurity,FM Cyber Security,FM CYBERSECURITY AS,https://fmcybersecurity.com,norwegian,934418840,true,Oslo,7,estimate,true,whole-company,https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates,"Guarded estimate by the list maintainer (@whatsdd) and not published by the company: the headcount this entity filed with Enhetsregisteret, which is a security-only business, so the whole payroll is security work. It is the entity's headcount rather than a measured split, which is why it is an estimate and a floor.",,,,,7,2026-02-12,in-house,https://fmcybersecurity.com,,Small Oslo MSSP delivering vendor-backed managed detection and response.,soc; incident-response; threat-intelligence; vulnerability-management; identity-access-management,,2024-10-27,,,verified,2026-09-22,@whatsdd,"https://fmcybersecurity.com (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/934418840 (registry, 2026-09-22); https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates (estimate, 2026-09-22)"
xlent-cyber-security,Xlent Cyber Security,XLENT CYBER SECURITY AS,https://www.xlent.no,nordic,931938142,true,Oslo,6,estimate,true,whole-company,https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates,"Guarded estimate by the list maintainer (@whatsdd) and not published by the company: the headcount this entity filed with Enhetsregisteret, which is a security-only business, so the whole payroll is security work. It is the entity's headcount rather than a measured split, which is why it is an estimate and a floor.",550,https://www.xlent.no,group-wide: 550 employees in Norway and Sweden,2026-09-22,6,2026-09-14,in-house,https://www.xlent.no,,Norwegian arm of the Xlent group: security advisory and consultants on assignment.,security-audit; cloud-security; compliance; security-architecture; identity-access-management,,2023-06-21,,,verified,2026-09-22,@whatsdd,"https://www.xlent.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/931938142 (registry, 2026-09-22); https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates (estimate, 2026-09-22)"
binary-security,Binary Security,BINARY SECURITY AS,https://www.binarysecurity.no,norwegian,933452212,true,Oslo,5,estimate,true,whole-company,https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates,"Guarded estimate by the list maintainer (@whatsdd) and not published by the company: the headcount this entity filed with Enhetsregisteret, which is a security-only business, so the whole payroll is security work. It is the entity's headcount rather than a measured split, which is why it is an estimate and a floor.",,,,,5,2024-10-12,in-house,https://www.binarysecurity.no,Delivery model recorded from the company's own description of how it staffs the work.,"Small offensive house doing penetration testing, red teaming and cloud security reviews.",penetration-testing; red-teaming; purple-teaming; cloud-security; application-security; security-architecture,,2024-04-16,BINARY SECURITY B AS,"The in-house security staff figure is an estimate by the list author and is not published on the company site. The company is a small specialist boutique, so its registry headcount is a floor for security staff.",verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/933452212 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.binarysecurity.no (company-site, 2026-09-22); https://github.com/whatsdd/Cybersecurity-companies-Norway/blob/main/docs/methodology.md#guarded-estimates (estimate, 2026-09-22)"
sopra-steria,Sopra Steria,SOPRA STERIA AS,https://www.soprasteria.no,norwegian,910909088,true,Oslo,,,,,,,3700,https://www.soprasteria.no,"stated as ""3 700 medarbeidere i Norge""",2026-09-22,3671,2026-09-14,in-house,https://www.soprasteria.no,Delivery model recorded from the company's own description of how it staffs the work.,"Large Norwegian IT consultancy with a security practice across testing, audits and incident response.",penetration-testing; vulnerability-assessment; security-audit; incident-response; cloud-security; compliance; privacy-gdpr,,1958-02-20,Bull AS; INTEGRIS AS; STERIA AS,Registry history: Bull AS -> INTEGRIS AS -> STERIA AS -> SOPRA STERIA AS.,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/910909088 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.soprasteria.no (company-site, 2026-09-22)"
nixu-dnv,DNV Cyber,DNV AS,https://www.dnv.com/cyber/,nordic,945748931,true,Høvik,,,,,,,,,,,2341,2026-09-14,in-house,https://www.dnv.com/cyber/services/,Delivery model recorded from the company's own description of how it staffs the work.,"DNV Cyber, which absorbed the Nixu consultancy: IT and OT cyber security services, risk and regulatory work for industry, maritime, energy and defence.",penetration-testing; vulnerability-assessment; soc; incident-response; ot-ics-security; security-audit; compliance; security-training,,1988-01-01,Det norske Veritas Classification A/S; DET NORSKE VERITAS AS; DNV GL AS,"Reported to the list as DNV Cyber AS, and there is no such entity: the cyber business sits in DNV AS (org.nr 945748931, Høvik), which is Norwegian-headquartered, while the brand DNV Cyber was formed when DNV absorbed the Finnish consultancy Nixu. The Nixu Norway AS entity from the 2023 edition no longer resolves in the registry, so DNV AS is the entity pinned here.",verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.dnv.com/cyber/services/ (company-site, 2026-09-22); https://www.dnv.com/cyber/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/945748931 (registry, 2026-09-22)"
pwc-norge,PwC Norge,PRICEWATERHOUSECOOPERS AS,https://www.pwc.com,norwegian,987009713,true,Oslo,,,,,,,,,,,1917,2026-09-14,in-house,https://www.pwc.com,Delivery model recorded from the company's own description of how it staffs the work.,"Assurance and advisory house with cyber risk, testing, privacy and incident response teams.",penetration-testing; vulnerability-assessment; security-audit; compliance; incident-response; privacy-gdpr; risk-management,,2004-06-24,,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/987009713 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.pwc.com (company-site, 2026-09-22)"
atea,Atea,ATEA AS,https://www.atea.no,norwegian,976239997,true,Oslo,,,,,,,,,,,1875,2026-09-14,in-house,https://www.atea.no,Delivery model recorded from the company's own description of how it staffs the work.,"Norway's largest IT infrastructure house, selling security architecture, operations and testing.",penetration-testing; vulnerability-assessment; security-audit; network-security; identity-access-management; cloud-security; endpoint-security,,1996-02-16,INTRANETT AS; ARK NETWORK AS; ARK NORGE AS; GETRONICS NORGE AS; GETRONICS AS; ETERRA AS; EMENTOR NORGE AS,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/976239997 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.atea.no (company-site, 2026-09-22)"
bdo,BDO,BDO AS,https://www.bdo.no,norwegian,993606650,true,Oslo,,,,,,,1500,https://www.bdo.no,"stated as ""over 1500 ansatte"" in Norway",2026-09-22,1300,2026-09-14,in-house,https://www.bdo.no,Delivery model recorded from the company's own description of how it staffs the work.,"Audit and advisory firm whose cyber team covers testing, ISO 27001 and risk.",penetration-testing; security-audit; compliance; risk-management; privacy-gdpr,,2009-01-05,,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/993606650 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.bdo.no (company-site, 2026-09-22)"
capgemini-norge,Capgemini Norge,CAPGEMINI NORGE AS,https://www.capgemini.com/no-no/,norwegian,943574537,true,Oslo,,,,,,,,,,,1402,2026-09-14,in-house,https://www.capgemini.com/no-no/,Delivery model recorded from the company's own description of how it staffs the work.,"Global consultancy with a Norwegian cyber security unit for testing, cloud and resilience.",penetration-testing; vulnerability-assessment; security-audit; cloud-security; identity-access-management; compliance,,1986-12-11,CAP COMPUTAS AS; CAP GEMINI NORGE AS; CAP GEMINI ERNST & YOUNG NORGE AS,"The Enhetsregisteret homepage field listed www.no.capgemini.com, which does not resolve; the published Norwegian site is www.capgemini.com/no-no/.",verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/943574537 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.capgemini.com/no-no/ (company-site, 2026-09-22)"
kpmg-norge,KPMG Norge,KPMG AS,https://www.kpmg.no,norwegian,935174627,true,Oslo,,,,,,,,,,,1373,2026-09-14,in-house,https://www.kpmg.no,Delivery model recorded from the company's own description of how it staffs the work.,"Audit and advisory firm with cyber security testing, compliance and crisis support.",penetration-testing; vulnerability-assessment; security-audit; compliance; incident-response; risk-management,,1984-09-01,KPMG PEAT MARWICK AS,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/935174627 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.kpmg.no (company-site, 2026-09-22)"
deloitte-norge,Deloitte Norge,DELOITTE AS,https://www.deloitte.no,norwegian,980211282,true,Oslo,,,,,,,,,,,1227,2026-09-14,in-house,https://www.deloitte.no,,"Audit and advisory firm with cyber risk, testing, cloud security and incident response teams.",penetration-testing; security-audit; compliance; risk-management; cloud-security; incident-response; privacy-gdpr; digital-forensics,,1998-10-01,DELOITTE & TOUCHE STATSAUTORISERTE REVISORER AS; DELOITTE STATSAUTORISERTE REVISORER AS,,verified,2026-09-22,@whatsdd,"https://www.deloitte.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/980211282 (registry, 2026-09-22)"
accenture,Accenture,ACCENTURE AS,https://www.accenture.com/no-en,norwegian,992037601,true,Oslo,,,,,,,,,,,830,2026-09-14,in-house,https://www.accenture.com/no-en,Delivery model recorded from the company's own description of how it staffs the work.,"Global consultancy selling security strategy, testing and managed security to Norwegian clients.",penetration-testing; vulnerability-assessment; security-audit; compliance; cloud-security; identity-access-management,,2007-11-26,TEKÅGEL INVEST 258 AS,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/992037601 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.accenture.com/no-en (company-site, 2026-09-22)"
advania-norge,Advania Norge,ADVANIA NORGE AS,https://www.advania.no,nordic,992009241,true,Oslo,,,,,,,,,,,736,2026-09-14,in-house,https://www.advania.no,,"Nordic managed services group selling security operations, identity and cloud security.",cloud-security; identity-access-management; network-security; soc; backup-recovery; endpoint-security,,2007-11-12,ITELLO AS,,verified,2026-09-22,@whatsdd,"https://www.advania.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/992009241 (registry, 2026-09-22)"
intility,Intility,INTILITY AS,https://www.intility.no,norwegian,981967070,true,Oslo,,,,,,,,,,,664,2026-09-14,in-house,https://www.intility.no,,"Norwegian cloud platform provider whose security services cover network, identity and compliance.",cloud-security; network-security; identity-access-management; compliance; backup-recovery; soc,,2000-04-27,I-TILITY AS,,verified,2026-09-22,@whatsdd,"https://www.intility.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/981967070 (registry, 2026-09-22)"
netnordic-norway,NetNordic Norway,NETNORDIC NORWAY AS,https://www.netnordic.com,nordic,993062561,true,Lysaker,,,,,,,650,https://www.netnordic.com/about-us/,"""650+ employees"" is the NetNordic group across the Nordics, not Norway alone",2026-09-22,299,2026-09-14,in-house,https://www.netnordic.com,Delivery model recorded from the company's own description of how it staffs the work.,Nordic infrastructure house running its own 24/7 SOC and network security practice.,soc; incident-response; network-security; cloud-security; vulnerability-assessment; identity-access-management,,2008-09-02,NETNORDIC BEDRIFTSKOMMUNIKASJON AS; NETNORDIC COMMUNICATION AS,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/993062561 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.netnordic.com (company-site, 2026-09-22)"
evry,Tietoevry,TIETO NORWAY AS,https://www.tietoevry.com,norwegian,933012867,true,Fornebu,,,,,,,,,,,623,2026-09-14,in-house,https://www.tietoevry.com,Delivery model recorded from the company's own description of how it staffs the work.,"Nordic IT services group with cyber security operations, audits and cloud security in Norway.",soc; incident-response; security-audit; compliance; cloud-security; vulnerability-assessment,,1982-09-10,NORDATA VESTDATA AS; TELENOR DATASERVICE AS; EDB TEAMCO AS; EDB IT DRIFT AS; EDB BUSINESS PARTNER NORGE AS; EDB ERGOGROUP 67 AS; EVRY AS; EVRY NORGE AS; TIETOEVRY NORWAY AS,"Listed as ""EVRY AS"". The rename history on this entity runs EVRY AS -> EVRY NORGE AS -> TIETOEVRY NORWAY AS -> TIETO NORWAY AS, so the EVRY business now reports as Tieto Norway AS. Listed as EVRY AS in the pentest editions; the entity has since been renamed through TIETOEVRY NORWAY AS to TIETO NORWAY AS.",verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/933012867 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.tietoevry.com (company-site, 2026-09-22)"
iteam-braathe,iTeam Braathe,ITEAM BRAATHE AS,https://www.braathe.no,norwegian,981933311,true,Rygge,,,,,,,500,https://www.braathe.no,"group-wide: over 500 staff across the iTeam group, of whom 131 are in this entity",2026-09-22,131,2026-09-14,in-house,https://www.braathe.no,Recorded from the company's own description of how it staffs the work.,"Ostfold managed services house selling endpoint, identity and security operations.",endpoint-security; identity-access-management; network-security; soc; awareness-training,,2000-03-28,CLIENTPARTNER AS; AXESSPARTNER AS; BRAATHE GRUPPEN AS; BRAATHE AS,"Added in the wider cybersecurity pass; the security practice is checked against the company's own service pages, so some capability tags may need confirming.",partial,2026-09-22,@whatsdd,"https://www.braathe.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/981933311 (registry, 2026-09-22)"
globalconnect,GlobalConnect Norge,GLOBALCONNECT AS,https://www.globalconnect.no,nordic,890164072,true,Fornebu,,,,,,,,,,,444,2026-09-14,in-house,https://www.globalconnect.no,,"Digital infrastructure provider selling network security, DDoS protection and managed security.",network-security; soc; incident-response; cloud-security,,2006-07-31,TEKÅGEL INVEST 160 AS; VENTELO BEDRIFT AS; VENTELO AS; BROADNET AS,,verified,2026-09-22,@whatsdd,"https://www.globalconnect.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/890164072 (registry, 2026-09-22)"
twoday,Twoday,TWODAY AS,https://www.twoday.no,nordic,990432368,true,Oslo,,,,,,,,,,,416,2026-09-14,in-house,https://www.twoday.no,Delivery model recorded from the company's own description of how it staffs the work.,"Nordic consultancy with security testing, cloud security and compliance advisory.",penetration-testing; cloud-security; compliance; security-audit; identity-access-management,,2006-10-20,SIRIUS IT AS; VISMA SIRIUS AS; VISMA CONSULTING AS,"Listed as ""Visma Consulting AS (now Twoday)"". The registry rename history confirms SIRIUS IT AS -> VISMA SIRIUS AS -> VISMA CONSULTING AS -> TWODAY AS.",verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/990432368 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.twoday.no (company-site, 2026-09-22)"
teknograd,Upheads,UPHEADS AS,https://upheads.no,norwegian,980893936,true,Sandnes,,,,,,,400,https://upheads.no,group-wide: over 400 employees across Upheads,2026-09-22,277,2026-09-14,in-house,https://upheads.no,Delivery model recorded from the company's own description of how it staffs the work.,Managed IT and security provider running its own SOC for Norwegian and Nordic customers.,soc; incident-response; network-security; endpoint-security; backup-recovery; compliance; awareness-training,ISO 27001,1999-05-03,NETPOWER IKT AS; NETPOWER CONSULTING AS,"Acquired by Upheads in December 2022 and now part of Upheads AS (org.nr 980893936, Sandnes), a Norwegian IT and security provider. The pinned org.nr is Upheads (the acquirer), so its founding date and prior names are not Teknograd's. Listed as Teknograd in the pentest editions; Teknograd was acquired by Upheads in December 2022 and the Norwegian entity is Upheads AS.",verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://upheads.no (company-site, 2026-09-22); https://www.cw.no/it-bransjen-smb-upheads/upheads-kjoper-teknograd/2116919 (news, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/980893936 (registry, 2026-09-22)"
afry,AFRY,AFRY NORWAY AS,https://afry.com/no-no/,nordic,915229719,true,Oslo,,,,,,,,,,,377,2026-09-14,in-house,https://afry.com/en/services/operations-digital-solutions/cyber-security,"The cyber security business area is staffed by the group's own engineers and advisers, with a named business unit manager for the area.","Engineering and advisory group whose cyber security business area covers advice, design and operation for industry, energy, critical infrastructure and defence.",risk-management; compliance; security-architecture; ot-ics-security,,2015-03-24,WR START UP 121 AS; ÅF REINERTSEN AS; ÅF ENGINEERING AS,"Advansia, the Norwegian consultancy known for security advisory work, now trades as part of AFRY and the Norwegian entity is AFRY NORWAY AS. Registry history on this entity runs WR START UP 121 AS, AF REINERTSEN AS, AF ENGINEERING AS. The row is partial: the group's published cyber security offering is the source for the capability tags, the Norwegian-language unit page could not be read, and the Norwegian team should be re-checked after around 50 of its people, including digital and security leadership, left in 2025 and 2026 to found Viljr.",partial,2026-09-22,@whatsdd,"https://afry.com/en/services/operations-digital-solutions/cyber-security (company-site, 2026-09-22); https://afry.com/en/services/operations-digital-solutions/cyber-security/ot-cyber-security (company-site, 2026-09-22); https://afry.com/en/newsroom/news/nordic-cyber-security-offering-industry-and-society (news, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/915229719 (registry, 2026-09-22)"
cgi-norge,CGI Norge,CGI NORGE AS,https://www.cgi.com/no,norwegian,919562390,true,Oslo,,,,,,,,,,,352,2026-09-14,in-house,https://www.cgi.com/no,Delivery model recorded from the company's own description of how it staffs the work.,"IT services group whose security unit covers monitoring, cloud security and OT.",soc; cloud-security; ot-ics-security; penetration-testing; security-audit; identity-access-management,,1977-01-22,WM DATA AS; WM- DATA CONSULTING AS; WM-DATA AS; LOGICA NORGE AS,Registry history: WM DATA AS -> WM-DATA AS -> LOGICA NORGE AS -> CGI NORGE AS.,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/919562390 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.cgi.com/no (company-site, 2026-09-22)"
softwareone,SoftwareOne,SOFTWAREONE AS,https://www.crayon.no/,international,991124810,true,Oslo,,,,,,,,,,,339,2026-09-14,in-house,https://www.crayon.com/our-expertise/cloud-services/managed-security-posture/,"The security work is described as delivered by the company's own specialists and managed service, not resold.","Software and cloud services group; the Norwegian company trades as Crayon and sells cloud, identity and managed security services alongside software licensing.",cloud-security; identity-access-management; endpoint-security,,2007-03-29,CRAYON NORGE AS; CRAYON AS,"Reported to the list as Crayon. Crayon Group was acquired by SoftwareOne in July 2025 and the Norwegian company is now SOFTWAREONE AS, still publishing under the Crayon brand at crayon.no. The row is partial because SoftwareOne's own service pages sit behind a bot filter and the Crayon pages are frozen, so the Norwegian security service list comes from those frozen pages and the merger announcement rather than a current page.",partial,2026-09-22,@whatsdd,"https://www.softwareone.com/en/media-releases/2025/07/02/softwareone-successfully-completes-crayon-transaction (news, 2026-09-22); https://www.crayon.com/our-expertise/cloud-services/managed-security-posture/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/991124810 (registry, 2026-09-22)"
computas,Computas,COMPUTAS AS,https://computas.com,norwegian,986352325,true,Oslo,,,,,,,,,,,325,2026-09-14,in-house,https://computas.com,,"Public-sector technology consultancy with security, privacy and compliance advisory.",security-audit; compliance; privacy-gdpr; security-architecture; risk-management,,2003-11-25,AS STARTSKUDDET 488; COMPUTAS CONSULTING AS; COMPUTAS SOLUTIONS AS,,verified,2026-09-22,@whatsdd,"https://computas.com (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/986352325 (registry, 2026-09-22)"
